a	ˈeɪ
medicean	mˌɛdaɪsˈiən
medici	mˈɛdɪsˌaɪ
medicinable	mˈɛdəsənəbəl
medicinableness	mˈɛdəsənəbəlnəs
medicinal	mədˈɪsɪnəl
medicinally	mədˈɪsɪnəli
medicinalness	mədˈɪsɪnəlnəs
medicine	mˈɛdəsən
medicinelike	mˈɛdəsənlˌaɪk
medicinemonger	mˈɛdɪsˌaɪnmɑːŋɚ
mediciner	mˈɛdəsənɚ
medico	mˈɛdɪkˌoʊ
medicobotanical	mˌɛdɪkˌɑːbətˈænɪkəl
medicochirurgic	mˌɛdɪkˌɑːʃɚɹˈɜːdʒɪk
medicochirurgical	mˌɛdɪkˌɑːʃɚɹˈɜːdʒɪkəl
medicodental	mˌɛdɪkoʊdˈɛntəl
medicolegal	mˈɛdɪkˌoʊlɡəl
medicolegally	mˈɛdɪkˌoʊlɡəli
medicomania	mˌɛdɪkəmˈeɪniə
medicomechanic	mˌɛdɪkˌʌmᵻkˈænɪk
medicomechanical	mˌɛdɪkˌʌmᵻkˈænɪkəl
medicomoral	mˈɛdɪkˌɑːmɚɹəl
medicophysical	mˌɛdɪkəfˈɪzɪkəl
medicopsychological	mˌɛdɪkˌɑːsaɪkəlˈɑːdʒɪkəl
medicopsychology	mˌɛdɪkˌɑːsaɪkˈɑːlədʒi
medicostatistic	mˌɛdɪkˌɔstɐtˈɪstɪk
medicosurgical	mˌɛdɪkəsˈɜːdʒɪkəl
medicotopographic	mˌɛdɪkˌɑːɾəpəɡɹˈæfɪk
medicozoologic	mˌɛdɪkˌɑːzuːəlˈɑːdʒɪk
mediety	mɛdˈaɪəɾi
medieval	mˈɛdɪˌiːvəl
medievalism	mˈɛdɪˌiːvəlˌɪzəm
medievalist	mˈɛdɪˌiːvəlˌɪst
medievalistic	mˌɛdɪˌiːvəlˈɪstɪk
medievalize	mˈɛdɪˌiːvəlˌaɪz
medievally	mˈɛdɪˌiːvəli
medifixed	mˈɛdɪfˌɪkst
mediglacial	mˈɛdɪɡlˌeɪʃəl
medimn	mˈɛdɪm
medimno	mɛdˈɪmnoʊ
medimnos	mɛdˈɪmnoʊz
medimnus	mˈɛdɪmnəs
medina	mˈɛdɪnə
medinilla	mˌɛdɪnˈɪlə
medino	mɛdˈiːnoʊ
medio	mˈiːdɪˌoʊ
medioanterior	mˌiːdɪoʊntˈɪɹiɚ
mediocarpal	mˈiːdɪˌɑːkɑːɹpəl
medioccipital	mˈiːdɪˌɑːksɪpˌɪɾəl
mediocre	mˌiːdɪˈoʊkɚ
mediocrist	mˈiːdɪˌɑːkɹɪst
mediocrity	mˌiːdɪˈɑːkɹᵻɾi
mediocubital	mˈiːdɪˌɑːkjuːbˌɪɾəl
mediodepressed	mˈiːdɪˌoʊdpɹɛst
mediodigital	mˈiːdɪˌɑːdɪdʒˌɪɾəl
mediodorsal	mˈiːdɪˌoʊdɚsəl
mediodorsally	mˈiːdɪˌoʊdɚsəli
mediofrontal	mˈiːdɪˌɑːfɹʌntəl
mediolateral	mˈiːdɪˌɑːlɐɾɚɹəl
mediopalatal	mˈiːdɪˌɑːpɐlˌæɾəl
mediopalatine	mˈiːdɪˌɑːpɐlˌætiːn
mediopassive	mˈiːdɪˌɑːpɐsˌɪv
mediopectoral	mˈiːdɪˌoʊpktɚɹəl
medioperforate	mˈiːdɪˌoʊpɚfɚɹˌeɪt
mediopontine	mˈiːdɪˌɑːpɔntˌiːn
medioposterior	mˌiːdɪˌɑːpəstˈɪɹiɚ
mediosilicic	mˌiːdɪˌɑːsɪlˈɪsɪk
mediostapedial	mˌiːdɪˌɑːsteɪpˈiːdɪəl
mediotarsal	mˈiːdɪˌɑːɾɑːɹsəl
medioventral	mˈiːdɪˌoʊvɛntɹəl
medisance	mˈɛdɪsəns
medisect	mˈɛdaɪsəkt
medisection	mɛdˈaɪskʃən
medish	mˈɛdɪʃ
medism	mˈiːdɪzəm
meditant	mˈɛdɪtənt
meditate	mˈɛdᵻtˌeɪt
meditating	mˈɛdᵻtˌeɪɾɪŋ
meditatingly	mˈɛdᵻtˌeɪɾɪŋli
meditation	mˌɛdɪtˈeɪʃən
meditationist	mˌɛdɪtˈeɪʃənˌɪst
meditatist	mˈɛdɪɾətˌɪst
meditative	mˈɛdᵻtˌeɪɾɪv
meditatively	mˈɛdᵻtˌeɪɾɪvli
meditativeness	mˈɛdᵻtˌeɪɾɪvnəs
meditator	mˈɛdᵻtˌeɪɾɚ
mediterranean	mˌɛdɪɾɪɹˈeɪniən
mediterraneanism	mˌɛdɪɾɪɹˈeɪniənˌɪzəm
mediterraneanization	mˌɛdɪtˌɛɹeɪnˌænᵻzˈeɪʃən
mediterraneanize	mˈɛdɪtˌɛɹeɪnənˌaɪz
mediterraneous	mˌɛdɪɾɪɹˈeɪniəs
medithorax	mˈɛdɪθˌɔːɹæks
meditrinalia	mˌɛdɪtɹɪnˈeɪliə
meditullium	mˌɛdɪtˈʌliəm
medium	mˈiːdiəm
mediumism	mˈiːdiəmˌɪzəm
mediumistic	mˈiːdiəmˈɪstɪk
mediumization	mˌiːdiəmᵻzˈeɪʃən
mediumize	mˈiːdiəmˌaɪz
mediumship	mˈiːdiəmʃˌɪp
medius	mˈiːdɪəs
medize	mˈɛdaɪz
medizer	mˈɛdaɪzɚ
medjidie	mˈɛdʒɪdi
medlar	mˈɛdlɚ
medley	mˈɛdli
medoc	mˈɛdɑːk
medregal	mˈɛdɹiːɡəl
medrick	mˈɛdɹɪk
medrinaque	mˈɛdɹɪnˌæk
medulla	mˈɛdʌlə
medullar	mˈɛdʌlɚ
medullary	mˈɛdəlɚɹi
medullate	mˈɛdəlˌeɪt
medullated	mˈɛdəlˌeɪɾᵻd
medullation	mˌɛdəlˈeɪʃən
medullispinal	mˌɛdəlɪspˈaɪnəl
medullitis	mˌɛdəlˈaɪɾɪs
medullization	mˌɛdəlᵻzˈeɪʃən
medullose	mˈɛdəlˌoʊs
medusa	mədˈuːsə
medusaean	mˌɛdʒuːsˈiən
medusal	mˈɛdʒuːzəl
medusalike	mˈɛdʒuːzəlˌaɪk
medusan	mˈɛdʒuːsən
medusiferous	mˌɛdʒuːsˈɪfɚɹəs
medusiform	mˈɛdʒuːsˌɪfɔːɹm
medusoid	mˈɛdʒuːsˌɔɪd
meebos	mˈiːboʊz
meece	mˈiːs
meed	mˈiːd
meedless	mˈiːdləs
meehan	mˈiːhən
meek	mˈiːk
meeken	mˈiːkən
meekhearted	mˈiːkhɑːɹɾᵻd
meekheartedness	mˈiːkhɑːɹɾᵻdnəs
meekling	mˈiːklɪŋ
meekly	mˈiːkli
meekness	mˈiːknəs
meekoceras	mˈiːkoʊsɹəz
meeks	mˈiːks
meered	mˈɪɹd
meerkat	mˈɪɹkæt
meerschaum	mˈɪɹʃaʊm
meese	mˈiːs
meet	mˈiːt
meetable	mˈiːɾəbəl
meeten	mˈiːʔn̩
meeter	mˈiːɾɚ
meeterly	mˈiːɾɚli
meethelp	mˈiːθɛlp
meethelper	mˈiːθɛlpɚ
meeting	mˈiːɾɪŋ
meetinger	mˈiːɾɪŋɡɚ
meetinghouse	mˈiːɾɪŋhˌaʊs
meetly	mˈiːtli
meetness	mˈiːtnəs
meg	mˈɛɡ
megabar	mˈɛɡəbˌɑːɹ
megacephalia	mˌɛɡəsɪfˈeɪliə
megacephalic	mˌɛɡəsɪfˈælɪk
megacephaly	mˈɛɡəsˌɛfəli
megacerine	mˈɛɡəsɚɹˌiːn
megaceros	mˌɛɡəsˈɛɹoʊz
megacerotine	mˈɛɡəsɚɹˌɑːtiːn
megachile	mˈɛɡəkˌaɪl
megachilid	mˈɛɡəkˌɪlɪd
megachilidae	mˈɛɡəkˌɪlɪdˌiː
megachiroptera	mˈɛɡəkˌaɪɹəptɚɹə
megachiropteran	mˈɛɡəkˌaɪɹəptɚɹən
megachiropterous	mˌɛɡəkaɪɹˈɑːptɚɹəs
megacolon	mˈɛɡəkˌɑːlən
megacosm	mˈɛɡəkˌɑːzəm
megacoulomb	mˈɛɡəkˌuːlɑːm
megacycle	mˈɛɡəsˌaɪkəl
megadont	mˈɛɡədˌɔnt
megadrili	mˈɛɡədɹˌɪli
megadynamics	mˌɛɡədaɪnˈæmɪks
megadyne	mˈɛɡədˌaɪn
megaera	mˈɛɡəɚɹə
megaerg	mˈɛɡəˌɜːɡ
megafarad	mˈɛɡəfˌæɹæd
megafog	mˈɛɡəfˌɑːɡ
megagamete	mˈɛɡəɡˌæmiːt
megagametophyte	mˈɛɡəɡˌæmɪɾəfˌaɪt
megajoule	mˈɛɡədʒˌuːl
megakaryocyte	mˌɛɡəkˈæɹɪəsˌaɪt
megalactractus	mˈɛɡəlˌæktɹæktəs
megaladapis	mˈɛɡəlˌædæpiz
megalaema	mˈɛɡəlˌiːmə
megalaemidae	mˈɛɡəlˌiːmɪdˌiː
megalania	mˌɛɡəlˈeɪniə
megaleme	mˈɛɡəlˌiːm
megalensian	mˌɛɡəlˈɛnsiən
megalerg	mˈɛɡəlˌɜːɡ
megalesia	mˌɛɡəlˈiːʒə
megalesian	mˌɛɡəlˈiːʒən
megalesthete	mˈɛɡəlˌɛsθiːt
megalethoscope	mˈɛɡəlˌɛθəskˌoʊp
megalichthyidae	mˈɛɡəlˌɪtʃθɪˌɪdiː
megalichthys	mˈɛɡəlˌɪtʃθiz
megalith	mˈɛɡəlˌɪθ
megalithic	mˌɛɡəlˈɪθɪk
megalobatrachus	mˈɛɡəlˌɑːbɐtɹˌækəs
megaloblast	mˈɛɡəlˌɑːblæst
megaloblastic	mˌɛɡələblˈæstɪk
megalocardia	mˌɛɡələkˈɑːɹdiə
megalocarpous	mˌɛɡələkˈɑːɹpəs
megalocephalia	mˌɛɡəloʊsfˈeɪliə
megalocephalic	mˌɛɡəloʊsfˈælɪk
megalocephalous	mˈɛɡəlˌoʊsfələs
megalocephaly	mˈɛɡəlˌoʊsfəli
megaloceros	mˌɛɡələsˈɛɹoʊz
megalochirous	mˈɛɡəlˌɑːkaɪɹəs
megalocornea	mˈɛɡəlˌɑːkɔːɹnˌiə
megalocyte	mˈɛɡələsˌaɪt
megalocytosis	mˌɛɡəlˌɑːsɪtˈoʊsɪs
megalodactylia	mˌɛɡəlˌɑːdɐktˈɪliə
megalodactylism	mˈɛɡəlˌɑːdɐktˌaɪlɪzəm
megalodactylous	mˈɛɡəlˌɑːdɐktˌɪləs
megalodon	mˈɛɡəlˌɑːdən
megalodont	mˈɛɡəlˌɑːdɔnt
megalodontia	mˈɛɡəlˌɑːdɔnʃə
megalodontidae	mˈɛɡəlˌɑːdɔntˌɪdiː
megaloenteron	mˈɛɡəlˌoʊntɚɹən
megalogastria	mˌɛɡələɡˈæstɹiə
megaloglossia	mˌɛɡələɡlˈɔsiə
megalograph	mˈɛɡəlˌɑːɡɹæf
megalography	mˌɛɡəlˈɑːɡɹəfi
megalohepatia	mˌɛɡəlˌoʊhɪpˈeɪʃə
megalokaryocyte	mˌɛɡələkˈæɹɪəsˌaɪt
megalomania	mˌɛɡələmˈeɪniə
megalomaniac	mˌɛɡələmˈeɪnɪˌæk
megalomaniacal	mˈɛɡəlˌɑːmɐnˌaɪəkəl
megalomelia	mˌɛɡəloʊmˈiːliə
megalonychidae	mˈɛɡəlˌɑːnɪtʃˌɪdiː
megalonyx	mˈɛɡəlˌɑːnɪks
megalopa	mˌɛɡəlˈoʊpə
megalopenis	mˈɛɡəlˌoʊpniz
megalophonic	mˌɛɡələfˈɑːnɪk
megalophonous	mˈɛɡəlˌɑːfənəs
megalophthalmus	mˈɛɡəlˌɑːfθælməs
megalopia	mˌɛɡəlˈoʊpiə
megalopic	mˌɛɡəlˈɑːpɪk
megalopidae	mˈɛɡəlˌɑːpɪdˌiː
megalopinae	mˈɛɡəlˌɑːpɪnˌiː
megalopine	mˈɛɡəlˌɑːpaɪn
megaloplastocyte	mˌɛɡələplˈæstəsˌaɪt
megalopolis	mˌɛɡəlˈɑːpəliz
megalopolitan	mˌɛɡələpˈɑːlɪtən
megalopolitanism	mˌɛɡələpˈɑːlɪtənˌɪzəm
megalopore	mˈɛɡəlˌɑːpɔːɹ
megalops	mˈɛɡələps
megalopsia	mˌɛɡəlˈɑːpsiə
megaloptera	mˈɛɡəlˌɑːptɚɹə
megalopyge	mˈɛɡəlˌɑːpaɪdʒ
megalopygidae	mˈɛɡəlˌɑːpɪdʒˌɪdiː
megalornis	mˈɛɡəlˌɔːɹniz
megalornithidae	mˈɛɡəlˌɔːɹnɪθˌɪdiː
megalosaur	mˈɛɡələsˌɔːɹ
megalosaurian	mˌɛɡələsˈɔːɹiən
megalosauridae	mˌɛɡələsˈɔːɹɪdˌiː
megalosauroid	mˈɛɡəlˌɑːsəɹˌɔɪd
megalosaurus	mˌɛɡələsˈɔːɹəs
megaloscope	mˈɛɡəlˌɑːskoʊp
megaloscopy	mˌɛɡəlˈɑːskəpi
megalosphere	mˈɛɡəlˌɑːsfɪɹ
megalospheric	mˌɛɡələsfˈɛɹɪk
megalosplenia	mˌɛɡələsplˈiːniə
megalosyndactyly	mˈɛɡəlˌɑːsɪndˌæktili
megaloureter	mˈɛɡəlˌɜːɹiːɾɚ
megaluridae	mˈɛɡəlˌʊɹɹɪdˌiː
megamastictora	mˈɛɡəmˌæstɪktˌɔːɹə
megamastictoral	mˈɛɡəmˌæstɪktɚɹəl
megamere	mˈɛɡəmˌɪɹ
megameter	mˈɛɡəmˌiːɾɚ
megampere	mˈɛɡəmpˌɛɹ
meganeura	mˈɛɡənˌʊɹɹə
meganthropus	mˈɛɡənθɹˌɑːpəs
meganucleus	mˈɛɡənˌuːklɪəs
megaparsec	mˈɛɡəpˌɑːɹsɛk
megaphone	mˈɛɡəfˌoʊn
megaphonic	mˌɛɡəfˈɑːnɪk
megaphotographic	mˌɛɡəfˌoʊɾəɡɹˈæfɪk
megaphotography	mˌɛɡəfoʊtˈɑːɡɹəfi
megaphyllous	mˈɛɡəfˌɪləs
megaphyton	mˈɛɡəfˌɪtən
megapod	mˈɛɡəpˌɑːd
megapode	mˈɛɡəpˌoʊd
megapodidae	mˈɛɡəpˌɑːdɪdˌiː
megapodiidae	mˈɛɡəpˌoʊdɪˌɪdiː
megapodius	mˌɛɡəpˈoʊdɪəs
megaprosopous	mˌɛɡəpɹəsˈɑːpəs
megaptera	mˈɛɡəptɚɹə
megapterinae	mˈɛɡəptɚɹˌɪniː
megapterine	mˈɛɡəptɚɹˌiːn
megarensian	mˌɛɡɚɹˈɛnsiən
megarhinus	mˈɛɡɚɹˌaɪnəs
megarhyssa	mˈɛɡɚrhˌɪsə
megarian	mˈɛɡɚɹˌiən
megarianism	mˈɛɡɚɹˌiənɪzəm
megaric	mˈɛɡɚɹˌɪk
megaron	mˈɛɡɚɹən
megasclere	mˈɛɡəsklɚ
megascleric	mˌɛɡəsklˈɛɹɪk
megasclerous	mˈɛɡəsklɚɹəs
megasclerum	mˈɛɡəsklɚɹəm
megascope	mˈɛɡəskˌoʊp
megascopic	mˌɛɡəskˈɑːpɪk
megascopical	mˌɛɡəskˈɑːpɪkəl
megascopically	mˌɛɡəskˈɑːpɪkli
megaseism	mˈɛɡəsˌeɪzəm
megaseismic	mˌɛɡəsˈeɪsmɪk
megaseme	mˈɛɡəsˌiːm
megasoma	mˌɛɡəsˈoʊmə
megasporange	mˈɛɡəspˌɔɹɪndʒ
megasporangium	mˌɛɡəspɔɹˈæŋɡiəm
megaspore	mˈɛɡəspˌɔːɹ
megasporic	mˌɛɡəspˈɔːɹɪk
megasporophyll	mˈɛɡəspˌɔːɹəfˌɪl
megasynthetic	mˌɛɡəsɪnθˈɛɾɪk
megathere	mˈɛɡəðɚ
megatherian	mˌɛɡəθˈɜːɹiən
megatheriidae	mˈɛɡəθˌɜːɹɪˌɪdiː
megatherine	mˈɛɡəθˌɜːɹiːn
megatherioid	mˈɛɡəθˌɜːɹɪˌɔɪd
megatherium	mˌɛɡəθˈɜːɹiəm
megatherm	mˈɛɡəθˌɜːm
megathermic	mˌɛɡəθˈɜːmɪk
megatheroid	mˈɛɡəθˌɜːɹɔɪd
megaton	mˈɛɡətən
megatype	mˈɛɡətˌaɪp
megatypy	mˈɛɡətˌɪpi
megavolt	mˈɛɡəvˌoʊlt
megawatt	mˈɛɡəwˌɑːt
megaweber	mˈɛɡəwˌɛbɚ
megazooid	mˈɛɡəzˌuːɪd
megazoospore	mˈɛɡəzˌuːspɔːɹ
megerg	mˈɛdʒɜːɡ
meggy	mˈɛɡi
megilp	mˈɛɡɪlp
megmho	mˈɛɡmhoʊ
megohm	mˈɛɡoʊm
megohmit	mˈɛɡoʊmˌɪt
megohmmeter	mˈɛɡoʊmˌiːɾɚ
megophthalmus	mˈɛɡəfθˌælməs
megotalc	mˈɛɡətˌælk
megrel	mˈɛɡɹəl
megrez	mˈɛɡɹɛz
megrim	mˈɛɡɹɪm
megrimish	mˈɛɡɹɪmɪʃ
mehalla	mˈɛhælə
mehari	mɛhˈɑːɹɹi
meharist	mˈɛhɑːɹɹˌɪst
mehelya	mˈɛhɪlɪə
mehmandar	mˈeɪmɐndˌɑːɹ
mehrdad	mˈeɪədˌæd
mehtar	mˈeɪɾɚ
mehtarship	mˈeɪɾɚʃˌɪp
meibomia	meɪbˈoʊmiə
meibomian	meɪbˈoʊmiən
meile	mˈeɪl
mein	mˈeɪn
meinie	mˈeɪni
meio	mˈeɪoʊ
meiobar	mˈeɪəbˌɑːɹ
meionite	mˈeɪənˌaɪt
meiophylly	mˈeɪəfˌɪli
meiosis	meɪˈoʊsɪs
meiotaxy	mˈeɪətˌæksi
meiotic	meɪˈɑːɾɪk
meissa	mˈeɪsə
meistersinger	mˈaɪstɚsɪŋɚ
meith	mˈiːθ
meithei	mˈiːθeɪ
meitnerium	meɪtnˈɪɹiəm
meizoseismal	mˈiːzoʊsˌɪsməl
meizoseismic	mˌiːzoʊsˈɪsmɪk
mejorana	mˌɛdʒɔːɹˈɑːnə
mekbuda	mɛkbjˈuːdə
mekhitarist	mˈɛkhɪtˌɑːɹɹɪst
mekometer	mɛkˈɑːmɪɾɚ
mel	mˈɛl
mela	mˈɛlə
melaconite	mˈɛlɐkˌɑːnaɪt
melada	mɛlˈɑːdə
meladiorite	mˈɛleɪdˌɪɹaɪt
melagabbro	mˌɛlɐɡˈæbɹoʊ
melagra	mɛlˈæɡɹə
melagranite	mˈɛlɐɡɹˌænɪt
melaleuca	mˈɛlɐlˌuːkə
melalgia	mɛlˈældʒə
melam	mˈɛlæm
melamed	mˈɛləmˌɛd
melamine	mˈɛlɐmˌiːn
melampodium	mˌɛlɐmpˈoʊdiəm
melampsora	mˈɛlɐmpsˌɔːɹə
melampsoraceae	mˈɛlɐmpsˌɔːɹeɪsˌiː
melampus	mˈɛlæmpəs
melampyritol	mˈɛlɐmpˌaɪɹɪtˌɑːl
melampyrum	mˈɛlɐmpˌɪɹəm
melanagogal	mˈɛlɐnˌæɡɑːɡəl
melanagogue	mˈɛlɐnˌæɡɑːɡ
melancholia	mˌɛləŋkˈoʊliə
melancholiac	mˌɛləŋkˈoʊliˌæk
melancholic	mˌɛləŋkˈɑːlɪk
melancholically	mˌɛləŋkˈɑːlɪkli
melancholily	mˈɛləŋkˌɑːlili
melancholiness	mˈɛləŋkˌɑːlinəs
melancholious	mˌɛləŋkˈoʊliəs
melancholiously	mˌɛləŋkˈoʊliəsli
melancholiousness	mˌɛləŋkˈoʊliəsnəs
melancholish	mˈɛləŋkˌɑːlɪʃ
melancholist	mˈɛləŋkˌɑːlɪst
melancholize	mˈɛləŋkˌɑːlaɪz
melancholomaniac	mˌɛləŋkˌɑːləmˈeɪnɪˌæk
melancholy	mˈɛləŋkˌɑːli
melancholyish	mˈɛləŋkˌɑːlɪɪʃ
melanchthonian	mˌɛlɐntʃθˈoʊniən
melanconiaceae	mˈɛlɐŋkˌoʊnɪˌeɪsiː
melanconiaceous	mˌɛlɐŋkˌoʊnɪˈeɪʃəs
melanconiales	mˈɛlɐŋkˌoʊnɪˌeɪlz
melanconium	mˌɛlɐŋkˈoʊniəm
melanemia	mˌɛleɪnˈiːmiə
melanemic	mˌɛleɪnˈiːmɪk
melanesian	mˌɛlənˈiːʒən
melange	meɪlˈɑːnʒ
melanger	mˈɛlændʒɚ
melangeur	mˌɛlɐndʒˈʊɹ
melania	mɛlˈeɪniə
melanian	mɛlˈeɪniən
melanic	mɛlˈænɪk
melaniferous	mˌɛlɐnˈɪfɚɹəs
melaniidae	mˈɛlɐnˌɪɪdˌiː
melanilin	mˈɛlɐnˌɪlɪn
melaniline	mˈɛlɐnˌɪliːn
melanin	mˈɛlɐnˌɪn
melanippe	mˈɛlɐnˌɪp
melanippus	mˈɛlɐnˌɪpəs
melanism	mˈɛlɐnˌɪzəm
melanistic	mˌɛlɐnˈɪstɪk
melanite	mˈɛlɐnˌaɪt
melanitic	mˌɛlɐnˈɪɾɪk
melanize	mˈɛlənˌaɪz
melano	mɛlˈɑːnoʊ
melanoblast	mˈɛlɐnˌoʊblæst
melanocarcinoma	mˌɛlɐnˌɑːkɑːɹsɪnˈoʊmə
melanocerite	mˈɛlɐnˌoʊsɹaɪt
melanochroi	mˈɛlɐnˌɑːkɹɔɪ
melanochroid	mˈɛlɐnˌɑːkɹɔɪd
melanochroite	mˈɛlɐnˌɑːkɹɔɪt
melanochroous	mˈɛlɐnˌɑːkɹuːəs
melanocomous	mˈɛlɐnˌɑːkəməs
melanocrate	mˈɛlɐnˌɑːkɹeɪt
melanocratic	mˌɛlɐnəkɹˈæɾɪk
melanocyte	mɛlˈænəsˌaɪt
melanodendron	mˌɛlɐnoʊdˈɛndɹən
melanoderma	mˈɛlɐnˌoʊdɚmə
melanodermia	mˌɛlɐnˈoʊdɚmˌiə
melanodermic	mˌɛlɐnˈoʊdɚmˌɪk
melanogaster	mˈɛlɐnˌɑːɡæstɚ
melanogen	mˈɛlɐnədʒən
melanoi	mˈɛlɐnˌɔɪ
melanoid	mˈɛlɐnˌɔɪd
melanoidin	mˈɛlɐnˌɔɪdɪn
melanoma	mˌɛlɐnˈoʊmə
melanopathia	mˌɛlɐnəpˈæθiə
melanopathy	mˌɛlɐnˈɑːpəθi
melanophore	mˈɛlɐnˌɑːfɔːɹ
melanoplakia	mˌɛlɐnəplˈækiə
melanoplus	mˈɛlɐnˌɑːpləs
melanorrhagia	mˌɛlɐnɔɹˈeɪdʒə
melanorrhea	mˈɛlɐnˌɔɹiə
melanorrhoea	mˌɛlɐnɔɹˈiə
melanosarcoma	mˌɛlɐnˌɑːsɑːɹkˈoʊmə
melanosarcomatosis	mˌɛlɐnˌɑːsɑːɹkˌɑːmɐtˈoʊsɪs
melanoscope	mˈɛlɐnˌɑːskoʊp
melanose	mˈɛlɐnˌoʊz
melanosed	mˈɛlɐnˌoʊzd
melanosis	mˌɛlɐnˈoʊsɪs
melanosity	mˌɛlɐnˈɔsᵻɾi
melanospermous	mˈɛlɐnˌɑːspɚməs
melanotekite	mˈɛlɐnˌoʊtkaɪt
melanotic	mˌɛlɐnˈɑːɾɪk
melanotrichous	mˈɛlɐnˌɑːtɹɪtʃəs
melanous	mˈɛlænəs
melanterite	mˈɛlɐntɚɹˌaɪt
melanthaceae	mˈɛlɐnθˌeɪsiː
melanthaceous	mˌɛlɐnθˈeɪʃəs
melanthium	mɛlˈænθiəm
melanure	mˈɛlɐnjˌʊɹ
melanuresis	mˌɛlɐnjʊɹɹˈiːsɪs
melanuria	mˌɛlɐnjˈʊɹɹiə
melanuric	mˌɛlɐnjˈʊɹɹɪk
melaphyre	mˈɛlɐfˌaɪɚ
melas	mˈɛləz
melasma	mˈɛlæzmə
melasmic	mɛlˈæzmɪk
melassigenic	mˌɛlɐsaɪdʒˈɛnɪk
melastoma	mˌɛlɐstˈoʊmə
melastomaceae	mˈɛlɐstˌɑːmeɪsˌiː
melastomaceous	mˌɛlɐstəmˈeɪʃəs
melastomad	mˈɛlɐstˌɑːmæd
melatope	mˈɛlɐtˌoʊp
melaxuma	mˌɛlɐksˈuːmə
melburnian	mɛlbˈɜːniən
melcarth	mˈɛlkɑːɹθ
melch	mˈɛltʃ
melchite	mˈɛltʃaɪt
melchora	mˈɛlkɔːɹə
meld	mˈɛld
melder	mˈɛldɚ
meldometer	mɛldˈɑːmɪɾɚ
meldrop	mˈɛldɹɑːp
mele	mˈiːl
meleager	mˈɛliːɡɚ
meleagridae	mˈɛliːɡɹˌɪdiː
meleagrina	mˌɛliːɡɹˈiːnə
meleagrinae	mˈɛliːɡɹˌɪniː
meleagrine	mˈɛliːɡɹˌiːn
meleagris	mˈɛliːɡɹˌɪs
melebiose	mˈɛlɪbˌaɪoʊs
melee	mˈeɪleɪ
melena	mɛlˈiːnə
melene	mˈɛliːn
melenic	mɛlˈɛnɪk
meles	mˈiːlz
meletian	mɛlˈɛʃən
meletski	mɛlˈɛtski
melezitase	mˈɛlɪzˌɪɾeɪs
melezitose	mˈɛlɪzˌɪɾoʊs
melia	mˈɛliə
meliaceae	mˈɛlɪˌeɪsiː
meliaceous	mˌɛlɪˈeɪʃəs
meliadus	mˈɛlɪˌædəs
melian	mˈɛliən
melianthaceae	mˈɛliənθˌeɪsiː
melianthaceous	mˌɛliənθˈeɪʃəs
melianthus	mˈɛliənθəs
meliatin	mˈɛlɪˌætɪn
melibiose	mˈɛlɪbˌaɪoʊs
melic	mˈɛlɪk
melica	mˈɛlɪkə
melicent	mˈɛlɪsənt
melicera	mˈɛlɪsɚɹə
meliceric	mˌɛlɪsˈɛɹɪk
meliceris	mˈɛlɪsɚɹˌɪs
melicerous	mɛlˈɪsɚɹəs
melicerta	mˈɛlɪsˌɜːɾə
melicertidae	mˈɛlɪsˌɜːɾɪdˌiː
melichrous	mˈɛlɪkɹəs
melicitose	mˈɛlɪsˌɪɾoʊs
melicocca	mˈɛlɪkˌɑːkə
melicraton	mˈɛlɪkɹˌætən
melilite	mˈɛlɪlˌaɪt
melilitite	mˈɛlɪlˌɪɾaɪt
melilot	mˈɛlɪlˌɑːt
melilotus	mˈɛlɪlˌɑːɾəs
melinae	mˈɛlɪnˌiː
melinda	məlˈɪndə
meline	mˈɛlaɪn
melinis	mɛlˈiːnɪz
melinite	mˈɛlɪnˌaɪt
meliola	mˌɛlɪˈoʊlə
meliorability	mˌɛljɚɹəbˈɪlᵻɾi
meliorable	mˈɛljɚɹəbəl
meliorant	mˈɛlɪɹənt
meliorate	mˈɛlɪɹˌeɪt
meliorater	mˈɛlɪɹˌeɪɾɚ
melioration	mˌɛlɪɹˈeɪʃən
meliorative	mˈɛlɪɹətˌɪv
meliorator	mˈɛlɪɹˌeɪɾɚ
meliorism	mˈɛljɚɹˌɪzəm
meliorist	mˈɛlɪɹˌɪst
melioristic	mˌɛlɪɹˈɪstɪk
meliority	mˌɛlɪˈɔːɹᵻɾi
meliphagan	mˈɛlɪfˌæɡən
meliphagidae	mˈɛlɪfˌædʒɪdˌiː
meliphagidan	mˈɛlɪfˌædʒɪdən
meliphagous	mˌɛlɪfˈæɡəs
meliphanite	mˈɛlɪfˌænaɪt
melipona	mˌɛlɪpˈoʊnə
meliponinae	mˈɛlɪpˌɑːnɪnˌiː
meliponine	mˈɛlɪpˌɑːnaɪn
melisma	mˈɛlɪsmə
melismatic	mˌɛlɪsmˈæɾɪk
melismatics	mˌɛlɪsmˈæɾɪks
melissa	məlˈɪsə
melissyl	mˈɛlɪsˌɪl
melissylic	mˌɛlɪsˈɪlɪk
melitaea	mˌɛlɪtˈiə
melitemia	mˌɛlaɪtˈiːmiə
melithemia	mɛlˈaɪðmiə
melitis	mɛlˈaɪɾɪs
melitose	mˈɛlɪtˌoʊs
melitriose	mˈɛlɪtɹɪˌoʊs
melittologist	mˌɛlɪtˈɑːlədʒˌɪst
